Name,Age,Region,Gender,Investment,Yield
Lacy,15,Volta Region,Female,3855,2.5
Cheslie,17,Greater Accra,Male,2031,2
Heda,15,Upper East Region,Male,4957,3
Allyn,24,Central Region,Female,6536,3.7
Cristin,21,Western Region,Male,3186,2.3
Sorcha,22,Volta Region,Female,4878,2.9
Meggi,15,Volta Region,Female,4559,2.8
Jacquelyn,25,Upper East Region,Male,4343,2.7
Brianna,25,Greater Accra,Male,6645,3.7
Addie,18,Northern Region,Female,2666,2.2
Gwyn,15,Northern Region,Male,2767,2.2
Issy,16,Greater Accra,Female,6776,3.8
Misti,20,Western Region,Male,5015,3
Karna,19,Ashanti Region,Female,4499,2.8
Fredrika,17,Upper East Region,Male,6465,3.7
Ramonda,18,Greater Accra,Male,3237,2.3
Linzy,18,Northern Region,Female,5963,3.5
Mae,18,Eastern Region,Male,1296,1.8
Melba,15,Upper West,Female,6049,3.6
Jessamyn,22,Upper East Region,Female,6930,3.8
Darryl,15,Greater Accra,Female,5290,3.1
Norine,16,Central Region,Female,5270,3.1
Dionne,18,Upper East Region,Male,1251,1.8
Laina,24,Brong Ahafo Region,Female,7480,4
Albina,19,Upper East Region,Female,4295,2.7
Dara,25,Upper East Region,Male,4768,2.9
Cynthia,17,Brong Ahafo Region,Male,5377,3.2
Paule,18,Northern Region,Male,7207,4
Belicia,24,Brong Ahafo Region,Female,6985,3.8
Darla,15,Northern Region,Male,6070,3.6
Cyndi,22,Western Region,Male,4654,2.8
Kathrine,23,Upper East Region,Female,3078,2.3
Jolynn,22,Western Region,Male,7295,4
Netty,22,Upper East Region,Female,1685,1.9
Stephana,22,Volta Region,Male,6568,3.7
Dasie,25,Upper West,Male,1679,1.9
Glynda,16,Upper West,Male,5934,3.5
Allis,16,Volta Region,Female,1965,1.9
Dannie,21,Volta Region,Female,1034,1.8
Sharron,20,Upper West,Male,4655,2.8
Kesley,15,Upper West,Female,5299,3.1
Tandie,23,Eastern Region,Female,7466,4
Ardith,20,Upper West,Female,5808,3.5
Lorena,25,Upper East Region,Male,6033,3.6
Christye,19,Volta Region,Male,2527,2.2
Clarabelle,19,Ashanti Region,Female,4084,2.6
Janie,22,Western Region,Male,7229,4
Liz,24,Eastern Region,Male,2193,2
Gene,22,Northern Region,Female,2845,2.2
Krystalle,25,Northern Region,Female,1961,1.9
Gwendolyn,15,Greater Accra,Male,7392,4
Heida,17,Eastern Region,Female,4671,2.8
Sallyanne,19,Brong Ahafo Region,Male,5416,3.2
Fayina,25,Northern Region,Female,7098,3.9
Rosie,17,Eastern Region,Female,3695,2.4
Maritsa,22,Ashanti Region,Female,6166,3.6
Kym,15,Upper West,Female,1095,1.8
Steffie,21,Ashanti Region,Male,3143,2.3
Correna,20,Greater Accra,Male,5140,3.1
Sheryl,16,Upper West,Female,6281,3.6
Sacha,16,Western Region,Male,1378,1.8
Dorice,21,Northern Region,Male,2689,2.2
Jaclin,25,Western Region,Male,3157,2.3
Dulciana,15,Greater Accra,Male,7445,4
Beret,17,Upper East Region,Female,4577,2.8
Karla,15,Brong Ahafo Region,Female,1742,1.9
Rhea,18,Upper West,Female,6672,3.7
Barbee,16,Volta Region,Female,1646,1.9
Briny,23,Ashanti Region,Female,1555,1.9
Mellie,15,Upper West,Female,7143,3.9
Athena,20,Upper West,Male,3368,2.3
Ranee,17,Upper East Region,Male,6792,3.8
Ginny,25,Ashanti Region,Female,1609,1.9
Pammie,24,Brong Ahafo Region,Male,1029,1.8
Leoline,23,Ashanti Region,Male,6207,3.6
Gilda,23,Ashanti Region,Female,7355,4
Felicia,24,Upper East Region,Male,6798,3.8
Micaela,15,Central Region,Female,1398,1.8
Sophia,19,Upper East Region,Male,2453,2.1
Myrtia,22,Northern Region,Male,4622,2.8
Bidget,21,Northern Region,Female,4660,2.8
Clemmy,25,Volta Region,Female,4171,2.6
Helaine,23,Greater Accra,Female,1718,1.9
Sophi,17,Brong Ahafo Region,Male,1509,1.9
Romonda,22,Eastern Region,Male,1633,1.9
Fredericka,17,Western Region,Female,3659,2.4
Elsey,20,Eastern Region,Female,1728,1.9
Lilian,21,Ashanti Region,Female,3946,2.5
Bertine,21,Eastern Region,Male,6152,3.6
Pia,21,Northern Region,Male,1851,1.9
Drucy,17,Central Region,Male,2944,2.2
Rakel,25,Eastern Region,Female,6510,3.7
Celina,23,Greater Accra,Female,7106,3.9
Ericha,20,Greater Accra,Female,1706,1.9
Benedicta,16,Upper West,Female,1178,1.8
Melli,22,Greater Accra,Female,7042,3.9
Idette,19,Northern Region,Male,6297,3.6
Dorita,15,Ashanti Region,Male,4689,2.8
Irene,22,Upper West,Female,1564,1.9
Devina,20,Eastern Region,Male,3920,2.5
Guenevere,19,Greater Accra,Female,3209,2.3
Romy,23,Northern Region,Male,2863,2.2
Evonne,21,Western Region,Male,6725,3.8
Aubree,15,Central Region,Female,7129,3.9
Kristy,15,Eastern Region,Female,7414,4
Nata,19,Eastern Region,Male,7311,4
Kirsteni,17,Western Region,Female,5096,3.1
Linet,15,Central Region,Male,2068,2
Giorgia,23,Brong Ahafo Region,Male,4086,2.6
Carmita,18,Eastern Region,Male,5459,3.2
Meredith,17,Northern Region,Male,6273,3.6
Emmye,17,Western Region,Female,3485,2.4
Keri,21,Brong Ahafo Region,Female,1183,1.8
Beverly,23,Greater Accra,Male,1669,1.9
Clarisse,19,Brong Ahafo Region,Female,4530,2.8
Maria,21,Northern Region,Female,1985,1.9
Jacqueline,24,Greater Accra,Female,1713,1.9
Daryl,19,Greater Accra,Female,5720,3.4
Ardith,15,Volta Region,Male,3866,2.5
Linet,22,Western Region,Female,1633,1.9
Jobye,16,Ashanti Region,Male,1398,1.8
Betty,23,Eastern Region,Female,3064,2.3
Maryrose,25,Upper West,Male,4271,2.7
Storm,19,Eastern Region,Female,2382,2.1
Dalenna,21,Volta Region,Female,1099,1.8
Bethanne,22,Brong Ahafo Region,Female,1588,1.9
Elle,20,Northern Region,Female,3986,2.5
Ruthy,16,Eastern Region,Female,6839,3.8
Clara,18,Western Region,Female,6812,3.8
Correy,20,Volta Region,Male,1890,1.9
Deni,22,Ashanti Region,Male,6706,3.8
Lonna,22,Eastern Region,Male,1634,1.9
Rosaline,17,Eastern Region,Female,3527,2.4
Calida,21,Ashanti Region,Male,3831,2.5
Fayina,17,Volta Region,Female,1605,1.9
Maddie,19,Northern Region,Female,4514,2.8
Ebonee,21,Eastern Region,Female,4515,2.8
Atalanta,15,Upper West,Male,1720,1.9
Sayre,25,Upper West,Male,1291,1.8
Rozalie,17,Western Region,Male,6867,3.8
Celesta,16,Central Region,Male,1244,1.8
Elaina,24,Upper West,Female,4399,2.7
Gwendolyn,21,Ashanti Region,Female,4141,2.6
Danya,16,Ashanti Region,Male,4208,2.7
Kira,16,Central Region,Female,1047,1.8
Denny,24,Western Region,Female,1383,1.8
Brandie,18,Brong Ahafo Region,Female,4305,2.7
Merrielle,19,Northern Region,Male,5458,3.2
Rosette,19,Upper West,Male,867,1.7
Janine,21,Western Region,Male,4239,2.7
Claudette,16,Eastern Region,Male,1969,1.9
Constanta,21,Ashanti Region,Male,1657,1.9
Catlee,18,Eastern Region,Female,2002,2
Alice,23,Northern Region,Female,6791,3.8
Ronica,22,Volta Region,Female,5650,3.3
Melissa,15,Eastern Region,Female,4480,2.8
Kathrine,15,Greater Accra,Male,867,1.7
Lilian,25,Ashanti Region,Female,1648,1.9
Lolita,20,Ashanti Region,Male,5844,3.5
Rosalind,17,Volta Region,Male,1098,1.8
Stefanie,19,Northern Region,Male,7222,4
Rebbecca,18,Greater Accra,Female,7142,3.9
Caroline,15,Eastern Region,Male,5255,3.1
Barby,21,Upper West,Female,2656,2.2
Prudy,20,Greater Accra,Male,1167,1.8
Lauren,18,Ashanti Region,Female,6277,3.6
Louella,24,Upper West,Female,877,1.7
Marci,17,Eastern Region,Male,1311,1.8
Leoine,15,Western Region,Female,5223,3.1
Ellette,19,Northern Region,Female,6205,3.6
Orly,21,Upper West,Male,5423,3.2
Miof,25,Greater Accra,Male,6418,3.7
Ingunna,19,Upper West,Male,5367,3.2
Elita,20,Ashanti Region,Female,7244,4
Guillema,23,Volta Region,Female,3054,2.3
Randie,15,Ashanti Region,Female,3249,2.3
Gerianna,18,Eastern Region,Female,4243,2.7
Jana,16,Brong Ahafo Region,Female,1901,1.9
Nissie,22,Eastern Region,Female,4887,2.9
Bell,23,Western Region,Male,6012,3.6
Claribel,24,Northern Region,Female,968,1.7
Breena,17,Ashanti Region,Male,1134,1.8
Marjie,24,Upper West,Male,4714,2.9
Angelique,18,Central Region,Male,1091,1.8
Alfie,16,Eastern Region,Female,6763,3.8
Konstance,21,Upper West,Male,2239,2
Oliy,16,Upper West,Male,4128,2.6
Patrica,16,Upper East Region,Male,5704,3.4
Jeanie,20,Upper East Region,Female,4171,2.6
Corabel,25,Western Region,Female,1366,1.8
Maryanna,23,Greater Accra,Male,2404,2.1
Julietta,18,Greater Accra,Male,3877,2.5
Elsi,21,Greater Accra,Male,3857,2.5
Garnet,17,Greater Accra,Male,5484,3.2
Cheryl,23,Upper West,Male,2630,2.2
Amandie,24,Volta Region,Male,4484,2.8
Marcelle,17,Upper East Region,Female,1567,1.9
Kip,25,Brong Ahafo Region,Male,6918,3.8
Margette,16,Volta Region,Female,5524,3.3
Robbyn,16,Central Region,Female,2704,2.2
Reta,15,Volta Region,Female,7178,3.9
Berenice,17,Northern Region,Male,3369,2.3
Letta,21,Eastern Region,Female,3392,2.3
Aurlie,15,Western Region,Male,6149,3.6
Miquela,17,Northern Region,Male,3789,2.5
Jacqui,17,Eastern Region,Female,1360,1.8
Bethanne,17,Upper East Region,Female,1830,1.9
Danya,24,Ashanti Region,Male,7126,3.9
Jorie,21,Volta Region,Male,967,1.7
Denice,23,Upper West,Female,7152,3.9
Quintana,22,Brong Ahafo Region,Male,835,1.7
Judith,15,Volta Region,Male,6765,3.8
Hedi,25,Ashanti Region,Male,6241,3.6
Flore,19,Northern Region,Female,3770,2.5
Olimpia,22,Northern Region,Male,2304,2.1
Bobette,23,Brong Ahafo Region,Male,3968,2.5
Karena,24,Central Region,Female,2686,2.2
Gwen,17,Volta Region,Female,2232,2
Rubina,25,Central Region,Female,1778,1.9
Adore,18,Western Region,Male,5872,3.5
Henrietta,21,Upper East Region,Male,3527,2.4
Aurea,19,Greater Accra,Female,4538,2.8
Carine,21,Western Region,Female,5210,3.1
Phaidra,18,Western Region,Female,4070,2.6
Alanna,15,Upper East Region,Male,5987,3.5
Marsiella,20,Greater Accra,Female,3168,2.3
Shani,22,Brong Ahafo Region,Male,6605,3.7
Elnore,18,Upper East Region,Male,5893,3.5
Bertina,20,Greater Accra,Male,5468,3.2
Lelia,21,Upper West,Female,3542,2.4
Monica,20,Northern Region,Male,7081,3.9
Mel,18,Volta Region,Female,5804,3.5
Minnie,20,Upper West,Female,885,1.7
Evonne,24,Greater Accra,Male,1625,1.9
Melissa,21,Eastern Region,Male,6296,3.6
Camellia,22,Eastern Region,Male,5677,3.3
Eva,25,Central Region,Male,3197,2.3
Christin,20,Upper West,Male,6816,3.8
Merrilee,17,Ashanti Region,Female,4087,2.6
Coralie,21,Upper West,Male,7257,4
Mab,20,Volta Region,Female,2428,2.1
Garnette,19,Volta Region,Male,1446,1.8
Elsi,24,Upper West,Male,5122,3.1
Pat,21,Central Region,Male,7178,3.9
Karon,22,Volta Region,Male,2656,2.2
Lotte,18,Eastern Region,Female,1627,1.9
Susie,23,Ashanti Region,Female,5615,3.3
Blondy,15,Eastern Region,Male,2426,2.1
Madelina,17,Greater Accra,Male,7294,4
Janka,25,Ashanti Region,Male,871,1.7
Lenette,20,Greater Accra,Male,4272,2.7
Adelaida,20,Upper East Region,Female,1517,1.9
Kristina,16,Upper East Region,Male,812,1.7
Pearline,22,Upper West,Female,5480,3.2
Camellia,18,Eastern Region,Male,7231,4
Susie,19,Upper West,Male,5155,3.1
Arleyne,24,Eastern Region,Female,1580,1.9
Renell,19,Ashanti Region,Male,5439,3.2
Hillary,15,Upper East Region,Male,1553,1.9
Kinna,21,Upper East Region,Male,1577,1.9
Eleanore,15,Northern Region,Male,5467,3.2
Shellie,17,Central Region,Female,2980,2.2
Dory,18,Ashanti Region,Female,2642,2.2
Libby,16,Upper East Region,Male,1945,1.9
Cloris,22,Northern Region,Female,5363,3.2
Carmen,20,Upper East Region,Male,4520,2.8
Marleah,17,Upper West,Female,2301,2.1
Olga,21,Volta Region,Male,1441,1.8
Beatrix,17,Greater Accra,Female,7334,4
Kayle,24,Volta Region,Female,2408,2.1
Flss,17,Brong Ahafo Region,Male,4220,2.7
Sarina,19,Central Region,Female,4444,2.8
Alayne,23,Northern Region,Male,4085,2.6
Risa,18,Brong Ahafo Region,Female,6454,3.7
Neda,20,Greater Accra,Female,6187,3.6
Danni,16,Volta Region,Female,1657,1.9
Fleur,22,Volta Region,Male,1358,1.8
Orel,25,Eastern Region,Male,2156,2
Ailee,20,Western Region,Female,6783,3.8
Regina,20,Upper East Region,Female,5627,3.3
Andree,21,Brong Ahafo Region,Male,5123,3.1
Sheena,16,Northern Region,Female,7075,3.9
Gwynne,22,Brong Ahafo Region,Female,1097,1.8
Gilberta,22,Eastern Region,Male,4082,2.6
Adel,24,Ashanti Region,Female,5356,3.2
Pietra,15,Ashanti Region,Female,2243,2
Aeriel,19,Central Region,Male,3613,2.4
Agneta,24,Upper West,Female,3330,2.3
Leia,21,Western Region,Male,2227,2
Camile,16,Volta Region,Male,3892,2.5
Abbey,17,Volta Region,Male,5317,3.2
Rhody,20,Brong Ahafo Region,Female,2328,2.1
Eilis,21,Northern Region,Female,2122,2
Austine,19,Greater Accra,Male,6658,3.7
Jania,24,Eastern Region,Male,6898,3.8
Cathrine,17,Northern Region,Male,7498,4
Steffi,16,Brong Ahafo Region,Female,4761,2.9
Ceciley,15,Upper West,Male,6270,3.6
Gwenni,17,Ashanti Region,Male,7316,4
Jillie,16,Northern Region,Female,2098,2
Idalina,24,Central Region,Female,4386,2.7
Ree,25,Volta Region,Male,3036,2.3
Ingaborg,20,Greater Accra,Female,7433,4
Bobbe,16,Central Region,Male,4781,2.9
Karin,15,Upper West,Female,5651,3.3
Keri,20,Upper East Region,Female,5161,3.1
Rozella,23,Brong Ahafo Region,Female,2324,2.1
Esta,19,Upper East Region,Female,5330,3.2
Leontine,22,Greater Accra,Male,1475,1.8
Merilee,23,Upper East Region,Male,5202,3.1
Moria,18,Greater Accra,Female,5836,3.5
Alika,24,Western Region,Female,1673,1.9
Dixie,24,Upper West,Female,1326,1.8
Antonia,24,Upper West,Female,6652,3.7
Moselle,23,Upper West,Female,810,1.7
Gratia,22,Upper East Region,Female,2556,2.2
Dee,24,Western Region,Male,3288,2.3
Dannye,19,Western Region,Female,3368,2.3
Janeta,15,Upper East Region,Female,1506,1.9
Emylee,19,Northern Region,Male,4745,2.9
Laure,20,Volta Region,Female,5128,3.1
Margeaux,24,Greater Accra,Female,5519,3.3
Alisa,23,Greater Accra,Female,1778,1.9
Rhodie,22,Greater Accra,Male,6147,3.6
Ardelis,24,Upper West,Male,3682,2.4
Ruthann,22,Brong Ahafo Region,Male,5282,3.1
Emmie,18,Upper West,Female,7346,4
Lulita,23,Brong Ahafo Region,Male,7471,4
Oneida,23,Greater Accra,Female,1398,1.8
Anne,20,Central Region,Female,1299,1.8
Harriot,20,Greater Accra,Male,5900,3.5
Chelsy,17,Ashanti Region,Male,1712,1.9
Dyna,25,Volta Region,Male,5903,3.5
Matilde,17,Brong Ahafo Region,Male,863,1.7
Gwenni,20,Eastern Region,Female,5558,3.3
Deeanne,24,Central Region,Female,2911,2.2
Sheilah,Kuwait,Central Region,Male,5725,3.4
Fleur,24,Upper West,Male,3493,2.4
Meris,23,Upper East Region,Male,4827,2.9
Allison,16,Brong Ahafo Region,Male,1257,1.8
Pepita,21,Upper East Region,Male,2183,2
Coralyn,16,Ashanti Region,Female,6993,3.8
Ardeen,25,Upper West,Male,3306,2.3
Rani,20,Upper East Region,Male,5986,3.5
Tasha,15,Ashanti Region,Female,1674,1.9
Cynthy,15,Upper East Region,Female,7138,3.9
Cammi,19,Ashanti Region,Female,5295,3.1
Gael,16,Greater Accra,Female,2346,2.1
Minnnie,23,Upper West,Female,4067,2.6
Rene,21,Ashanti Region,Male,6887,3.8
Aurelia,24,Volta Region,Female,1452,1.8
Morgan,22,Ashanti Region,Female,6530,3.7
Peggie,23,Upper East Region,Male,2940,2.2
Lyndsie,19,Northern Region,Female,2072,2
Cherin,19,Ashanti Region,Male,6796,3.8
Irina,19,Volta Region,Female,1762,1.9
Lou,18,Ashanti Region,Female,4339,2.7
Olga,18,Central Region,Male,5297,3.1
Anastasie,20,Brong Ahafo Region,Male,6788,3.8
Ophelia,24,Upper East Region,Female,6076,3.6
Nikoletta,15,Central Region,Female,5510,3.3
Cammi,21,Greater Accra,Male,5243,3.1
Doro,22,Eastern Region,Female,1026,1.8
Celinda,22,Northern Region,Female,7110,3.9
Romola,21,Upper East Region,Female,7286,4
Consolata,24,Central Region,Female,2419,2.1
Ardis,18,Upper West,Male,7047,3.9
Atalanta,19,Western Region,Male,1293,1.8
Dedra,15,Ashanti Region,Male,4543,2.8
Nadiya,18,Greater Accra,Female,4101,2.6
Lynnet,19,Volta Region,Male,4292,2.7
Anabel,19,Brong Ahafo Region,Female,6792,3.8
Dominica,17,Volta Region,Female,1286,1.8
Basia,19,Greater Accra,Male,4993,3
Rubetta,20,Upper West,Female,5850,3.5
Fidela,16,Brong Ahafo Region,Male,1076,1.8
Dollie,24,Greater Accra,Male,7084,3.9
Susi,18,Brong Ahafo Region,Female,3050,2.3
Elladine,21,Central Region,Male,7227,4
Jaclyn,15,Ashanti Region,Female,2850,2.2
Bernardine,24,Upper East Region,Male,2471,2.1
Renell,16,Northern Region,Male,6791,3.8
Abbey,19,Western Region,Male,3057,2.3
Cher,21,Greater Accra,Male,4827,2.9
Deonne,22,Greater Accra,Male,6422,3.7
Sandi,17,Western Region,Female,1316,1.8
Marielle,20,Ashanti Region,Female,6398,3.7
Michel,18,Ashanti Region,Male,7272,4
Kris,20,Northern Region,Female,2692,2.2
Euphemia,21,Northern Region,Male,3943,2.5
Loella,18,Brong Ahafo Region,Male,5094,3.1
Kerianne,25,Ashanti Region,Female,5686,3.3
Randi,20,Brong Ahafo Region,Male,2370,2.1
Claudelle,18,Greater Accra,Male,4315,2.7
Binny,15,Western Region,Female,2674,2.2
Alfie,21,Central Region,Female,1689,1.9
Jillene,17,Northern Region,Male,5236,3.1
Lorrie,25,Ashanti Region,Female,4478,2.8
Nataline,16,Northern Region,Male,3701,2.5
Rivkah,22,Ashanti Region,Female,5277,3.1
Dorthea,16,Western Region,Male,6306,3.7
Channa,21,Upper West,Male,6753,3.8
Minnnie,18,Volta Region,Male,808,1.7
Amie,22,Western Region,Female,914,1.7
Sophey,22,Eastern Region,Female,1160,1.8
Maurine,25,Northern Region,Male,3086,2.3
Cyndy,16,Volta Region,Female,7031,3.9
Georgeanna,24,Upper West,Male,3789,2.5
Evie,17,Upper East Region,Male,6019,3.6
Oralie,21,Brong Ahafo Region,Female,7223,4
Mariele,18,Western Region,Male,3307,2.3
Cammi,18,Western Region,Female,5112,3.1
Erinn,23,Greater Accra,Male,6215,3.6
Dawna,15,Ashanti Region,Female,1678,1.9
Carmella,22,Brong Ahafo Region,Male,2429,2.1
Amandi,19,Upper East Region,Female,2895,2.2
Lacey,21,Northern Region,Female,5507,3.3
Concettina,25,Central Region,Male,4949,3
Eolande,25,Upper West,Female,2553,2.2
Geneva,24,Western Region,Female,5130,3.1
Olia,21,Upper West,Male,3823,2.5
Barby,25,Brong Ahafo Region,Male,7019,3.9
Delphinia,15,Brong Ahafo Region,Male,7103,3.9
Caresa,Kuwait,Upper West,Female,2147,2
Georgianne,Kuwait,Eastern Region,Male,1365,1.8
Doreen,Kuwait,Eastern Region,Female,2462,2.1
Ceciley,22,Western Region,Male,3515,2.4
Barbi,15,Central Region,Male,6768,3.8
Loralee,20,Northern Region,Female,1199,1.8
Claudie,15,Upper West,Female,7036,3.9
Nalani,21,Greater Accra,Female,6031,3.6
Linda,22,Greater Accra,Male,5190,3.1
Penelopa,19,Northern Region,Male,1377,1.8
Lib,24,Upper East Region,Female,6770,3.8
Shanna,17,Greater Accra,Female,6551,3.7
Renell,22,Ashanti Region,Female,6513,3.7
Ericha,24,Volta Region,Female,1861,1.9
Netti,22,Eastern Region,Female,4767,2.9
Shirline,25,Greater Accra,Female,6520,3.7
Tallie,22,Greater Accra,Female,1295,1.8
Issie,16,Western Region,Female,1471,1.8
Linnet,22,Greater Accra,Male,7157,3.9
Marcela,22,Greater Accra,Male,6583,3.7
Katey,23,Northern Region,Female,1433,1.8
Karolina,19,Upper West,Female,1378,1.8
Carla,17,Northern Region,Female,1670,1.9
Andree,15,Upper East Region,Male,6926,3.8
Ericha,20,Northern Region,Male,2438,2.1
Sheeree,17,Brong Ahafo Region,Female,7073,3.9
Brandise,15,Volta Region,Female,3958,2.5
Berti,22,Volta Region,Male,4277,2.7
Karie,24,Central Region,Female,1483,1.8
Shaun,21,Upper East Region,Male,2255,2
Marla,18,Eastern Region,Male,5054,3.1
Helyn,19,Northern Region,Male,3843,2.5
Charis,16,Brong Ahafo Region,Female,1248,1.8
Kiah,18,Brong Ahafo Region,Male,1660,1.9
Laurella,17,Ashanti Region,Male,4113,2.6
Malvina,20,Brong Ahafo Region,Male,2566,2.2
Esma,20,Greater Accra,Female,3711,2.5
Jesse,22,Upper West,Male,3828,2.5
Ethelind,17,Brong Ahafo Region,Male,4327,2.7
Sydney,18,Eastern Region,Female,3269,2.3
Lari,19,Greater Accra,Male,6867,3.8
Emera,23,Central Region,Male,7453,4
Carroll,24,Eastern Region,Female,2942,2.2
Lauralee,16,Brong Ahafo Region,Female,2073,2
Gwenny,20,Upper West,Male,2281,2
Iormina,16,Central Region,Female,7188,3.9
Eda,15,Northern Region,Male,6317,3.7
Clem,18,Volta Region,Male,7371,4
Phaedra,22,Upper East Region,Female,7484,4
Ruthi,15,Northern Region,Male,1229,1.8
Leonelle,24,Greater Accra,Female,5357,3.2
Darrelle,17,Upper West,Male,3986,2.5
Tallia,18,Upper East Region,Female,860,1.7
Quentin,20,Western Region,Male,4562,2.8
Paula,21,Central Region,Male,2816,2.2
Dana,19,Brong Ahafo Region,Male,3653,2.4
Kata,20,Western Region,Female,4811,2.9
Olivette,19,Brong Ahafo Region,Female,3295,2.3
Debbie,15,Volta Region,Female,3204,2.3
Jackquelin,21,Upper West,Male,1233,1.8
Aridatha,24,Northern Region,Male,5244,3.1
Ella,18,Central Region,Male,6767,3.8
Julianne,17,Upper East Region,Male,4344,2.7
Aeriell,20,Volta Region,Male,1638,1.9
Brooke,16,Volta Region,Female,3985,2.5
Constanta,22,Upper West,Female,7054,3.9
Norah,17,Upper West,Female,3102,2.3
Kimberley,19,Central Region,Female,4295,2.7
Nina,23,Brong Ahafo Region,Male,5748,3.4
Appolonia,20,Brong Ahafo Region,Male,3803,2.5
Arleen,16,Volta Region,Male,2513,2.2
Paulina,17,Eastern Region,Female,4027,2.6
Liuka,24,Greater Accra,Male,3666,2.4
Nert,15,Eastern Region,Female,4657,2.8
Letta,25,Central Region,Female,1744,1.9
Benita,20,Greater Accra,Male,1753,1.9
Rora,19,Western Region,Female,5587,3.3
Lusa,24,Western Region,Female,5935,3.5
Adena,23,Volta Region,Male,4072,2.6
Dorisa,21,Eastern Region,Female,7240,4
Clarice,17,Ashanti Region,Female,6619,3.7
